,favorite_count,tweet_id,retweet_count,text
1993-06-18 00:57:56.218183684,2703,740365076218183680,487,When the photographer forgets to tell you where to look... 10/10 https://t.co/u1GHWxhC85
1993-06-18 03:13:09.193256964,37643,740373189193256960,14958,"After so many requests, this is Bretagne. She was the last surviving 9/11 search dog, and our second ever 14/10. RIP https://t.co/XAVDNDaVgQ"
1993-06-21 15:36:16.021798912,19733,740676976021798912,7637,"Meet Baloo. He's expecting a fast ground ball, hence the wide stance. Prepared af. 11/10 nothing runs like a pupper https://t.co/sMbMw5Z2XC"
1993-06-21 21:54:57.422163968,3080,740699697422163968,881,This is Chip. He only mowed half the yard. 8/10 quit the shit Chip we have other things to do https://t.co/LjzZKQ7vmK
1993-06-22 01:16:28.199743490,3722,740711788199743488,1054,Here we are witnessing the touchdown of a pupnado. It's not funny it's actually very deadly. 9/10 might still pet https://t.co/CmLoKMbOHv
1993-06-25 07:58:20.998766593,6964,740995100998766592,3120,This is Leo. He's a vape god. Blows o's for days. Probably drives a Subaru. Definitely owns multiple fedoras. 10/10 https://t.co/nt2x3fHaRJ
1993-06-26 04:01:46.818797568,10268,741067306818797568,3477,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC
1993-06-26 13:02:53.336379392,10907,741099773336379392,6198,This is Ted. He's given up. 11/10 relatable af https://t.co/7muyOQXbGJ
1993-06-28 21:44:24.243200000,9570,741303864243200000,3615,This is Theodore. He just saw an adult wearing crocs. Did him a frighten. Lost other ear back in nam. 12/10 hero af https://t.co/O4iw9NlLaQ
1993-06-30 11:04:19.667034112,4000,741438259667034112,931,This is Tucker. He's still figuring out couches. 9/10 keep your head up pup https://t.co/pXU77HPbJ5
1993-07-03 23:53:54.094141440,8892,741743634094141440,3107,Meet Aqua. She's a sandy pupper. Not sure how she feels about being so sandy. Radical tongue slip. 11/10 petable af https://t.co/rYxJ0UQtbE
1993-07-04 13:41:03.812808706,4944,741793263812808704,1683,When your crush won't pay attention to you. Both 10/10 tragic af https://t.co/d3LELGVlqu
1993-07-08 16:50:09.887731712,5614,742150209887731712,1760,This is Edmund. He sends stellar selfies. Cute af. 8/10 would totally snapchat with this pupper https://t.co/PprXoqZuKY
1993-07-08 19:53:19.639494656,4714,742161199639494656,1532,This is Doug. He's trying to float away. 12/10 you got this Doug https://t.co/bZaHC3lvTL
1993-07-11 10:18:15.052087300,7402,742385895052087296,2239,This is Phil. That's his comfort stick. He holds onto it whenever he's sad. 11/10 don't be sad Phil https://t.co/ULdPY6CLpq
1993-07-11 20:39:30.473463808,10724,742423170473463808,4281,This is Bell. She likes holding hands. 12/10 would definitely pet with other hand https://t.co/BXIuvkQO9b
1993-07-12 08:29:34.154047488,7873,742465774154047488,4341,"Was just informed about this hero pupper and others like her. Another 14/10, would be an absolute honor to pet https://t.co/hBTzPmj36Z"
1993-07-13 01:48:12.657332225,4840,742528092657332224,2224,This is Maxaroni. He's pumped as hell for the summer. Been working on his beach bod for so long. 10/10 https://t.co/UHvjxm9B0O
1993-07-13 03:31:21.772302336,7672,742534281772302336,3975,"For anyone who's wondering, this is what happens after a doggo catches it's tail... 11/10 https://t.co/G4fNhzelDv"
1993-07-20 23:22:37.239623680,4180,743210557239623680,1538,"Meet Kayla, an underground poker legend. Players lose on purpose hoping she'll let them pet her. 10/10 strategic af https://t.co/EkLku795aO"
1993-07-21 02:43:13.470234624,6749,743222593470234624,2141,This is a very rare Great Alaskan Bush Pupper. Hard to stumble upon without spooking. 12/10 would pet passionately https://t.co/xOBKCdpzaa
1993-07-21 11:12:37.753532416,4584,743253157753532416,1355,"This is Kilo. He cannot reach the snackum. Nifty tongue, but not nifty enough. 10/10 maybe one day puppo https://t.co/gSmp31Zrsx"
1993-07-24 10:35:51.680958465,8593,743510151680958464,4147,"This is Beya. She doesn't want to swim, so she's not going to. 13/10 nonconforming af (vid by @HappyTailsResor) https://t.co/qGeVjHSUKH"
1993-07-24 20:26:25.370791937,3835,743545585370791936,1053,Say hello to Bentley and Millie. They do everything together. Besties forever. Both 11/10 https://t.co/vU3tKr4vTn
1993-07-25 10:16:08.194129920,20117,743595368194129920,7364,This is Harold. He looks slippery af. Probably difficult to hug. Would still try tho. 7/10 great with kids I bet https://t.co/EVuqdEO66N
1993-07-25 14:06:46.067040256,4878,743609206067040256,1545,Meet Stark. He just had his first ice cream cone. Got some on his nose. Requests your assistance. 10/10 would assist https://t.co/YwfN1lbpKA
1993-07-28 21:44:09.529389061,3966,743895849529389056,1072,When you're given AUX cord privileges from the back seat and accidentally start blasting an audiobook... both 10/10 https://t.co/gCCrY8P0K9
1993-07-29 21:07:07.717509120,4520,743980027717509120,1222,This is Geno. He's a Wrinkled Baklavian Velveeta. Looks sad but that's just the extra skin. 11/10 would smoosh face https://t.co/Kxda28JmQ2
1993-08-01 16:43:44.764059648,1851,744223424764059648,421,"This is actually a pupper and I'd pet it so well. 12/10
https://t.co/RNqS7C4Y4N"
1993-08-01 19:53:19.360020481,130157,744234799360020480,78800,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4
1993-08-02 23:36:32.493166593,7380,744334592493166592,2396,This is Blanket. She has overthrown her human. Demands walks like this every hour on the hour. 11/10 so damn fluffy https://t.co/hrJugNHs2Z
1993-08-07 07:52:51.296780288,6104,744709971296780288,1751,This is Harvey. He's stealthy af. 10/10 would do my best to pet https://t.co/zAzaRT6NnT
1993-08-10 08:24:09.620602880,8590,744971049620602880,3016,Say hello to Indie and Jupiter. They're having a stellar day out on the boat. Both 12/10 adorbz af https://t.co/KgSEkrPA3r
1993-08-10 15:12:48.523612160,3256,744995568523612160,705,This is Abby. She got her face stuck in a glass. Churlish af. 9/10 rookie move puppo https://t.co/2FPb45NXrK
1993-08-11 08:21:23.344719872,7887,745057283344719872,2561,This is Oliver. He's downright gorgeous as hell. Should be on the cover of Dogue. 12/10 would introduce to mom https://t.co/BkgU3rrsXA
1993-08-11 13:10:13.265149952,8540,745074613265149952,3952,This is Jeffrey. He wasn't prepared to execute such advanced barkour. Still 11/10 would totally pet https://t.co/MuuwkkLrHh
1993-08-14 07:54:40.350101504,7802,745314880350101504,3100,This is Sugar. She excels underwater. 12/10 photogenic af https://t.co/AWMeXJJz64
1993-08-15 13:52:12.645535745,9344,745422732645535744,2746,We only rate dogs. Pls stop sending in non-canines like this Jamaican Flop Seal. This is very very frustrating. 9/10 https://t.co/nc53zEN0hZ
1993-08-15 16:57:50.967832576,7761,745433870967832576,2856,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR
1993-08-18 22:23:09.599014916,7600,745712589599014912,2615,This is Percy. He fell asleep at the wheel. Irresponsible af. 7/10 absolute menace on the roadway https://t.co/QHbvtvaw8E
1993-08-19 19:49:05.784041472,4400,745789745784041472,1200,This is Gus. He didn't win the Powerball. Quite perturbed about it. Still 10/10 would comfort in time of need https://t.co/3wc246LOtu
1993-08-22 21:58:03.365994496,3870,746056683365994496,923,This is Arlen and Thumpelina. They are best pals. Cuddly af. 11/10 for both puppers https://t.co/VJgbgIzIHx
1993-08-23 18:51:17.086527488,7518,746131877086527488,2479,This is Gustav. He has claimed that plant. It is his now. 10/10 would not try to take his plant away https://t.co/uRI7HBgGJX
1993-08-26 12:51:08.511756288,6592,746369468511756288,1838,This is an Iraqi Speed Kangaroo. It is not a dog. Please only send in dogs. I'm very angry with all of you ...9/10 https://t.co/5qpBTTpgUt
1993-08-28 03:09:39.341139972,5055,746507379341139968,1219,This is Shiloh. She did not pass the soft mouth egg test. 10/10 would absolutely still pet https://t.co/PlR6hjqvr5
1993-08-28 13:01:15.601690625,5487,746542875601690624,2084,Here's a golden floofer helping with the groceries. Bed got in way. Still 11/10 helpful af (vid by @categoen) https://t.co/6ZRoZUWFmd
1993-08-30 16:08:18.085036033,6603,746726898085036032,2023,Meet Abby. She's incredibly distracting. Just wants to help steer. Hazardous af. Still 12/10 would pet while driving https://t.co/gLbLiZtwsp
1993-08-31 00:41:46.116112384,10427,746757706116112384,4381,This is Maddie. She gets some wicked air time. Hardcore barkour. 11/10 nimble af https://t.co/bROYbceZ1u
1993-08-31 09:50:00.704425984,5312,746790600704425984,1795,When you just can't resist... 10/10 topnotch tongue https://t.co/jeWEGUgbXf
1993-08-31 17:41:47.684614144,5767,746818907684614144,1928,"Guys... Dog Jesus 2.0
13/10 buoyant af https://t.co/CuNA7OwfKQ"
1993-09-01 08:40:23.977771008,6538,746872823977771008,2411,This is a carrot. We only rate dogs. Please only send in dogs. You all really should know this by now ...11/10 https://t.co/9e48aPrBm2
1993-09-01 18:00:59.439529985,3148,746906459439529984,333,"PUPDATE: can't see any. Even if I could, I couldn't reach them to pet. 0/10 much disappointment https://t.co/c7WXaB2nqX"
1993-09-04 00:44:45.104099331,10467,747103485104099328,4512,"Guys... I said DOGS with ""shark qualities"" or ""costumes."" Not actual sharks. This did me a real frighten ...11/10 https://t.co/DX1JUHJVN7"
1993-09-05 04:42:41.125646336,3691,747204161125646336,1029,This is Clark. He's deadly af. Clearly part shark (see pic 2). 10/10 would totally still try to pet https://t.co/dmdEBOEctC
1993-09-05 09:03:47.526344708,5744,747219827526344704,1774,This is Atticus. He's remaining calm but his costume looks terrified. 11/10 https://t.co/uT7QeZI34U
1993-09-07 22:04:10.712596480,5933,747439450712596480,2168,This is Linus. He just wanted to say hello but no one's paying attention. 12/10 (vid by @rebeccacollinzz) https://t.co/VCijm2eVpR
1993-09-08 04:13:32.269887489,4224,747461612269887488,1164,Never seen a shark hold another shark like this before. Must be evolving. Both 10/10 please only send dogs though https://t.co/x4IUNKV79Y
1993-09-08 18:24:31.126323200,6061,747512671126323200,1785,Guys pls stop sending actual sharks. It's too dangerous for me and the people taking the photos. Thank you ...10/10 https://t.co/12lICZN2SP
1993-09-09 17:00:51.852075008,4031,747594051852075008,1194,Again w the sharks guys. This week is about dogs ACTING or DRESSING like sharks. NOT actual sharks. Thank u ...11/10 https://t.co/Ie2mWXWjpr
1993-09-09 18:52:49.478692864,2527,747600769478692864,613,This is Bookstore and Seaweed. Bookstore is tired and Seaweed is an asshole. 10/10 and 7/10 respectively https://t.co/eUGjGjjFVJ
1993-09-10 08:10:53.817413632,14074,747648653817413632,6549,This is Keurig. He apparently headbutts other dogs to greet them. Not cool Keurig. So fluffy tho 12/10  https://t.co/zexdr61Q5M
1993-09-10 08:57:10.853525504,1504,747651430853525504,177,Other pupper asked not to have his identity shared. Probably just embarrassed about the headbutt. Also 12/10 it'll be ok mystery pup
1993-09-12 06:54:17.231626240,5302,747816857231626240,1308,Viewer discretion is advised. This is a terrible attack in progress. Not even in water (tragic af). 4/10 bad sherk https://t.co/L3U0j14N5R
1993-09-12 14:28:19.428986880,3058,747844099428986880,840,This is Huxley. He's pumped for #BarkWeek. Even has a hat. Ears are quite magical. 11/10 would remove hat to pat https://t.co/V7h5NMYbYz
1993-09-13 02:04:34.273214464,3219,747885874273214464,1108,This is a mighty rare blue-tailed hammer sherk. Human almost lost a limb trying to take these. Be careful guys. 8/10 https://t.co/TGenMeXreW
1993-09-13 15:17:05.676525569,7253,747933425676525568,2869,Pls don't send more sherks. I don't care how seemingly floofy they are. It does me so much frighten. Thank u. 11/10 https://t.co/oQqlOsla4R
1993-09-13 23:40:14.829678593,6343,747963614829678592,2423,PUPPER NOOOOO BEHIND YOUUU 10/10 pls keep this pupper in your thoughts https://t.co/ZPfeRtOX0Q
1993-09-16 23:07:08.303695873,15425,748220828303695872,8746,Stop what you're doing and watch this heckin masterpiece right here. Both 13/10 https://t.co/3BOVI2WZoH
1993-09-17 23:08:49.658011649,4002,748307329658011648,803,"This sherk must've leapt out of the water and into the canoe, trapping the human. Won't even help paddle smh. 7/10 https://t.co/KubWEqOIgO"
1993-09-18 03:47:30.481647620,4044,748324050481647616,863,This is Duke. He permanently looks like he just tripped over something. 11/10 https://t.co/1sNtG7GgiO
1993-09-18 07:37:42.848962560,8391,748337862848962560,4651,SWIM AWAY PUPPER SWIM AWAY 13/10 #BarkWeek  https://t.co/QGGhZoTcwy
1993-09-18 10:04:46.624440324,5695,748346686624440320,1399,"""So... we meat again"" (I'm so sorry for that pun I couldn't resist pls don't unfollow) 10/10 https://t.co/XFBrrqapZa"
1993-09-20 23:49:06.752774144,2393,748568946752774144,768,This is Cora. She rings a bell for treats. 12/10 precious af (vid by @skyehellenkamp) https://t.co/uUncaAGH18
1993-09-21 01:38:55.303884801,6647,748575535303884800,2247,This is one of the most reckless puppers I've ever seen. How she got a license in the first place is beyond me. 6/10 https://t.co/z5bAdtn9kd
1993-09-22 10:12:53.788876800,4627,748692773788876800,1495,That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7
1993-09-22 11:59:27.502000129,5183,748699167502000128,1803,Meet Tripp. He's being eaten by a sherk and doesn't even care. Unfazed af. 11/10 keep doin you Tripp https://t.co/gGxjthmG1c
1993-09-22 13:46:37.323898880,3023,748705597323898880,1058,#BarkWeek is getting rather heckin terrifying over here. Doin me quite the spooken. 13/10 (vid by @corgi_zero) https://t.co/eA7k1ZQslA
1993-09-25 04:50:37.671223296,6408,748932637671223296,2542,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb
1993-09-25 17:16:45.889503236,11164,748977405889503232,3730,What jokester sent in a pic without a dog in it? This is not @rock_rates. This is @dog_rates. Thank you ...10/10 https://t.co/nDPaYHrtNX
1993-09-26 09:46:46.121881602,3401,749036806121881600,890,This is Dietrich. He hops at random. Other doggos don't understand him. It upsets him greatly. 8/10 would comfort https://t.co/U8cSRz8wzC
1993-09-26 17:25:54.620928000,5247,749064354620928000,1704,Meet Winston. He's pupset because I forgot to mention that it's Canada Day today. 11/10 please forgive me Winston https://t.co/xEY8dbJxnF
1993-09-26 20:27:53.010798592,6317,749075273010798592,2336,This is Boomer. He's self-baptizing. Other doggo not ready to renounce sins. 11/10 spiritually awakened af https://t.co/cRTJiQQk9o
1993-09-29 15:37:27.558017024,6025,749317047558017024,2485,This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB
1993-09-30 13:30:45.976588288,9428,749395845976588288,3915,This is George. He just remembered that bees are dying globally at an alarming rate. Scary stuff George. 10/10 https://t.co/lznl6QGkYc
1993-09-30 15:31:33.750648834,2873,749403093750648832,612,Duuun dun... duuun dun... dunn  dun. dunn dun. dun dun dun dun dun dun dun dun dun dun dun dun dun dun dun. 10/10 https://t.co/9qdJ2Q1Cwx
1993-09-30 19:34:13.287129088,6664,749417653287129088,1882,This is Finn. He's the most unphotogenic pupper of all time. 11/10 https://t.co/qvA2rCUl6v
1993-10-04 22:36:30.421639168,5079,749774190421639168,1485,This is Lucy. She's a Benebop Cumberplop. 12/10 would hold against my face https://t.co/4yXa801fgl
1993-10-07 08:07:57.374128128,5587,749981277374128128,2760,This is Atticus. He's quite simply America af. 1776/10 https://t.co/GRXwMxLBkh
1993-10-07 12:18:03.729883136,3315,749996283729883136,908,This is Bo. He emanates happiness. 12/10 I could cut the freedom with a knife https://t.co/c7LNFt39eR
1993-10-07 16:30:00.160841729,3545,750011400160841728,1023,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM
1993-10-07 20:42:38.547456000,2966,750026558547456000,883,Meet Jax &amp; Jil. Jil is yelling the pledge of allegiance. If u cant take the freedom get out the kitchen Jax. 10/10s https://t.co/jrg29NDNhI
1993-10-08 00:53:48.174217216,3471,750041628174217216,696,This is Beau. He's trying to keep his daddy from packing to leave for Annual Training. 13/10 and now I'm crying https://t.co/7JeDfQvzzI
1993-10-08 05:04:44.286914561,3420,750056684286914560,1004,This is Jameson. He had a few too many in the name of freedom. I can't not respect that. 11/10 'Merica https://t.co/8zQvXM6pG5
1993-10-08 09:15:04.093859840,8600,750071704093859840,3764,Pause your cookout and admire this pupper's nifty hat. 10/10 https://t.co/RG4C9IdNJM
1993-10-08 13:27:16.815486976,2369,750086836815486976,612,This is Spanky. He was a member of the 2002 USA Winter Olympic speed skating team. Accomplished af. 12/10 https://t.co/7tlZPrePXd
1993-10-08 17:38:19.009982464,3328,750101899009982464,950,Meet Lilah. She agreed on one quick pic. Now she'd like to go mentally prepare for the onslaught of fireworks. 11/10 https://t.co/enCpXzZHkD
1993-10-08 21:50:59.602808832,4717,750117059602808832,1450,This is Calvin. He just loves America so much. 10/10 would roll around in flag with https://t.co/RXdzWaCQHm
1993-10-09 02:01:45.863102464,3963,750132105863102464,1426,This is Stewie. He will roundhouse kick anyone who questions his independence. 11/10 free af https://t.co/dDx2gKefYo
1993-10-09 06:13:28.377409536,3386,750147208377409536,1087,"And finally, happy 4th of July from the squad 🇺🇸 13/10 for all https://t.co/Mr8Lr3iOUe"
1993-10-11 23:21:25.133418496,756,750381685133418496,37,"13/10 such a good doggo
@spaghemily"
1993-10-11 23:50:11.068534784,4971,750383411068534784,1294,This is Zoe. She was trying to stealthily take a picture of you but you just noticed. 9/10 not so sneaky pupper https://t.co/FfH3o88Vta
1993-10-12 12:34:57.815552001,14454,750429297815552000,4890,This is Arnie. He's a Nova Scotian Fridge Floof. Rare af. 12/10 https://t.co/lprdOylVpS
1993-10-13 09:56:46.503038976,4888,750506206503038976,1302,This is Malcolm. He's absolutely terrified of heights. 8/10 hang in there pupper https://t.co/SVU00Sc9U2
1993-10-15 21:13:52.563142656,14510,750719632563142656,5686,This is Meyer. He has to hold somebody's hand during car rides. He's also wearing a seatbelt. 12/10 responsible af https://t.co/WS6BoApYyL
1993-10-17 14:39:42.890057730,5264,750868782890057728,1576,Meet Milo. He hauled ass until he ran out of treadmill and then passed out from exhaustion. 11/10 sleep tight pupper https://t.co/xe1aGZNkcC
1993-10-20 16:01:16.104687617,5586,751132876104687616,1465,This is Cooper. He's just so damn happy. 10/10 what's your secret puppo? https://t.co/yToDwVXEpA
1993-10-21 12:09:23.882532864,6893,751205363882532864,2066,"""This photographer took pics of her best friend before and after she told them they were beautiful"" 12/10 https://t.co/510gJW9fsy"
1993-10-22 00:54:07.299190784,13680,751251247299190784,6618,This is Gilbert. He's being chased by a battalion of miniature floof cows. 10/10 we all believe in you Gilbert https://t.co/wayKZkDRTG
1993-10-24 10:01:48.746354688,3498,751456908746354688,1120,Here's a pupper that's very hungry but too lazy to get up and eat. 12/10 (vid by @RealDavidCortes) https://t.co/lsVAMBq6ex
1993-10-25 08:45:14.308972544,5507,751538714308972544,1434,This is Max. She has one ear that's always slightly more alert than the other. 10/10 wonky af https://t.co/5eJg69G8vY
1993-10-25 21:17:27.268179968,4821,751583847268179968,1253,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8
1993-10-26 01:19:17.617971201,8630,751598357617971200,3407,This is Toby. A cat got his tongue. 13/10 adorable af https://t.co/fHQrBKYSLC
1993-10-28 07:34:21.361422336,6425,751793661361422336,3286,This is Fred. He's having one heck of a summer. 11/10 https://t.co/I7SFchkNk4
1993-10-28 17:46:34.383790080,6374,751830394383790080,2201,This is Tucker. He's very camera shy. 12/10 would give stellar belly rubs to https://t.co/BJRsxuLF1w
1993-10-29 23:26:10.840121344,5728,751937170840121344,1509,This is Ruby. Her ice cube is melting. She doesn't know what to do about it. 11/10 https://t.co/Vfc3eAFl2q
1993-10-30 03:00:17.322246144,3387,751950017322246144,1046,This is Lola. She's a surfing pupper. 13/10 magical af https://t.co/BlGQkhM5EV
1993-11-01 16:59:12.931807232,6534,752173152931807232,2093,This is Brody. He's a lifeguard. Always prepared for rescue. 12/10 would fake drown just to get saved by him https://t.co/olDmwNjOy1
1993-11-03 13:48:35.931054080,4202,752334515931054080,1251,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE
1993-11-05 17:14:50.950500352,8097,752519690950500352,3881,Hopefully this puppo on a swing will help get you through your Monday. 11/10 would push https://t.co/G54yClasz2
1993-11-06 06:43:44.206688256,6090,752568224206688256,2576,Here are three doggos completely misjudging an airborne stick. Decent efforts tho. All 9/10 https://t.co/HCXQL4fGVZ
1993-11-07 08:25:15.232722944,4853,752660715232722944,1777,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr"
1993-11-07 14:21:30.207055872,6598,752682090207055872,1819,Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS
1993-11-10 07:41:24.578922496,7529,752917284578922496,1772,This is Grizzie. She's a semi-submerged Bahraini Buttersplotch. Appears alert af. Snazzy tongue. 11/10 would def pet https://t.co/WZ4zzkXXnW
1993-11-10 11:53:52.744185856,13856,752932432744185856,7704,This is Carl. He's very powerful. 12/10 don't mess with Carl https://t.co/v5m2bIukXc
1993-11-11 14:09:33.505581056,4256,753026973505581056,1101,Say hello to Tayzie. She's a Barbadian Bugaboop. Seems quite social. A rare quality for a Bugaboop. 10/10 petable af https://t.co/6qF5YZx6OV
1993-11-11 17:43:50.821511168,40761,753039830821511168,23735,So this just changed my life. 13/10 please enjoy  https://t.co/dsv4xAtfv7
1993-11-14 16:28:07.569522689,3733,753294487569522688,1176,This is Ace. He's a window washer. One of the best around. 11/10 helpful af https://t.co/sTuRoYfzPv
1993-11-15 15:01:08.877008896,8340,753375668877008896,2632,This is Hank. He's mischievous af. Doesn't even know what he was trying to do here. 8/10 quit the shit Hank damn https://t.co/3r7wjfsXHc
1993-11-15 21:20:08.988139520,6347,753398408988139520,2163,This is Scout. Her batteries are low. 12/10 precious af https://t.co/ov05LIoQJX
1993-11-16 03:28:40.834629632,8670,753420520834629632,4028,Here we are witnessing an isolated squad of bouncing doggos. Unbelievably rare for this time of year. 11/10 for all https://t.co/CCdlwiTwQf
1993-11-18 20:51:41.052166144,6412,753655901052166144,2464,"""The dogtor is in hahahaha no but seriously I'm very qualified and that tumor is definitely malignant"" 10/10 https://t.co/ULqThwWmLg"
1993-11-22 23:43:36.964026368,9654,754011816964026368,4054,This is Charlie. He pouts until he gets to go on the swing. 12/10 manipulative af https://t.co/ilwQqWFKCh
1993-11-24 05:52:57.874386944,8606,754120377874386944,2647,"When you hear your owner say they need to hatch another egg, but you've already been on 17 walks today. 10/10 https://t.co/lFEoGqZ4oA"
1993-11-28 01:18:32.966619136,4114,754449512966619136,831,This is Dex. He can see into your past and future. Mesmerizing af 11/10 https://t.co/0dYI0Cpdge
1993-11-28 10:21:43.782404096,5815,754482103782404096,2199,This is Milo. He's currently plotting his revenge. 10/10 https://t.co/ca0q9HM8II
1993-12-01 11:58:07.846248448,2825,754747087846248448,588,This is Keith. He's pursuing a more 2D lifestyle. Idiosyncratic af. 12/10 follow your dreams Keith https://t.co/G9ufksBMlU
1993-12-02 18:23:03.969079297,7543,754856583969079296,2851,This is Winnie. She's not a fan of the fast moving air. 11/10 objects in mirror may be more fluffy than they appear https://t.co/FyHrk20gUR
1993-12-05 16:57:48.769038337,23287,755110668769038336,12501,This is Watson. He trust falls on command. 13/10 it's elementary... (IG: wat.ki) https://t.co/goX3jewkYN
1993-12-06 19:36:30.534418437,18082,755206590534418432,6094,This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner https://t.co/I5ld3eKD5k
1993-12-15 11:45:33.503782912,8043,755955933503782912,3254,Here's a frustrated pupper attempting to escape a pool of Frosted Flakes. 12/10 https://t.co/GAYViEweWr
1993-12-19 04:37:13.623502848,7066,756275833623502848,1726,When ur older siblings get to play in the deep end but dad says ur not old enough. Maybe one day puppo. All 10/10 https://t.co/JrDAzMhwG9
1993-12-19 08:08:54.030475264,28283,756288534030475264,14893,Here's a heartwarming scene of a single father raising his two pups. Downright awe-inspiring af. 12/10 for everyone https://t.co/hfddJ0OiNR
1993-12-19 12:14:44.449767430,4330,756303284449767424,1218,Pwease accept dis rose on behalf of dog. 11/10 https://t.co/az5BVcIV5I
1993-12-22 02:10:48.105566208,11420,756526248105566208,4122,All hail sky doggo. 13/10 would jump super high to pet https://t.co/CsLRpqdeTF
1993-12-23 13:02:32.796094464,5571,756651752796094464,1497,This is Gert. He just wants you to be happy. 11/10 would pat on the head so damn well https://t.co/l0Iwj6rLFW
1993-12-26 20:53:38.950160384,7287,756939218950160384,2274,This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. 12/10 would totally hike with https://t.co/KGdeHuFJnH
1993-12-27 13:14:09.151549440,6883,756998049151549440,2248,This is Oliver. He's an English Creamschnitzel. The rarest of schnitzels. 11/10 would pet quite firmly https://t.co/qbO5X6dYuj
1993-12-31 16:19:20.399941633,4955,757354760399941632,1616,"This is Devón (pronounced ""Eric""). He forgot how to eat the apple halfway through. Wtf Devón get it together. 8/10 https://t.co/7waRPODGyO"
1994-01-01 02:58:29.802180609,6413,757393109802180608,1984,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV
1994-01-01 04:56:02.377592832,16641,757400162377592832,7679,She walks herself up and down the train to be petted by all the passengers. 13/10 I can't handle this https://t.co/gwKCspY8N2
1994-01-03 11:21:06.325864448,4772,757596066325864448,1202,Here's another picture without a dog in it. Idk why you guys keep sending these. 4/10 just because that's a neat rug https://t.co/mOmnL19Wsl
1994-01-03 15:41:04.640446465,4997,757611664640446464,1261,This is Cooper. He tries to come across as feisty but it never works for very long. 12/10 https://t.co/AVks8DjHwB
1994-01-04 23:20:42.876129280,4975,757725642876129280,1375,This is Beckham. He fell asleep at the wheel. Very churlish. Looks to have a backpup driver tho. That's good. 11/10 https://t.co/rptsOm73Wr
1994-01-05 03:51:09.644341248,7555,757741869644341248,3672,This is Leonard. He hides in bushes to escape his problems. 10/10 relatable af https://t.co/TdyGTcX0uo
1994-01-08 14:56:59.896193024,2982,758041019896193024,430,Teagan reads entire books in store so they're free. Loved 50 Shades of Grey (how dare I make that joke so late) 9/10 https://t.co/l46jwv5WYv
1994-01-09 07:13:55.764359168,21132,758099635764359168,11426,In case you haven't seen the most dramatic sneeze ever... 13/10 https://t.co/iy7ylyZcsE
1994-01-12 06:11:00.040593408,3773,758355060040593408,1233,This is Corey. He's a Portobello Corgicool. Trying to convince you that he's not a hipster. 11/10 yea right Corey https://t.co/NzWUrFZydr
1994-01-12 20:15:01.903519748,5719,758405701903519744,2183,This is Odie. He falls asleep wherever he wants. Must be nice. 10/10 https://t.co/M9BXCSDVjh
1994-01-13 13:20:44.762497024,5283,758467244762497024,2506,Why does this never happen at my front door... 165/150 https://t.co/HmwrdfEfUE
1994-01-13 15:29:26.123810816,4188,758474966123810816,1121,This is Brandonald. He accidentally opened the front facing camera. Playing it off rather heckin well. 11/10 https://t.co/uPUAotqQtM
1994-01-16 17:11:52.047005698,6302,758740312047005696,1813,Meet Boston. He's worried because his tongue won't fit all the way in his mouth. 12/10 it'll be ok deep breaths pup https://t.co/rfWQ4T9iQj
1994-01-17 17:44:19.922702336,12287,758828659922702336,4337,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q
1994-01-18 00:57:55.097526272,3881,758854675097526272,1017,"This is Lilli Bee &amp; Honey Bear. Unfortunately, they were both born with no eyes. So heckin sad. Both 11/10 https://t.co/4UrfOZhztW"
1994-01-20 06:36:53.560868866,7174,759047813560868864,2278,This is Spencer. He's part of the Queen's Guard. Takes his job very seriously. 11/10 https://t.co/8W5iSOgXfx
1994-01-20 20:58:43.532779520,15971,759099523532779520,4764,Meet Toby. He has a drinking problem. Inflatable marijuana plant in the back is also not a good look. 7/10 cmon Toby https://t.co/Cim4DSj6Oi
